halId_s,version_i,uri_s,docType_s,doiId_s,nntId_s,title_s,abstract_s,keyword_s,authId_i,authFirstName_s,authLastName_s,authFullName_s,producedDate_s,domain_s,structAddress_s,structCode_s,structCountry_s,structName_s,structType_s,structAcronym_s,language_s
hal-01634143,1,https://hal.archives-ouvertes.fr/hal-01634143,COMM,,,Sign Language processing: from resources to applications,abstract,,1668793,Annelies,Braffort,Annelies Braffort,2015-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634141,1,https://hal.archives-ouvertes.fr/hal-01634141,ART,10.4000/mefrm.1700,,Introduction,,Histoire antique,1669416,Claire,Sotinel,Claire Sotinel,2014-04-03,"0.shs,1.shs.hist","Université Paris 12 - Val de Marne 61 avenue du Général de Gaulle 94010 Créteil cedex,61 avenue du Général de Gaulle - 94010 Créteil cedex",EA4392,"fr,fr","Centre de recherche en histoire européenne comparée,Université Paris-Est Créteil Val-de-Marne - Paris 12","laboratory,institution","CRHEC,UPEC UP12",fr
halshs-01634140,1,https://halshs.archives-ouvertes.fr/halshs-01634140,ART,,,Claude Rolley,,"Archéologue,,France",1667920,Sylvain,Perrot,Sylvain Perrot,2012,"0.shs,1.shs.art,0.shs,1.shs.musiq","CNRS : UMR8546 - Ecole Normale Supérieure de Paris - ENS Paris - 45 Rue d'Ulm 75230 PARIS CEDEX 05,4-14 Rue Ferrus\, 75014 Paris,45\, Rue d'Ulm - 75230 Paris cedex 05,CNRS : UMR8546 - Ecole Normale Supérieure de Paris - ENS Paris - 45 Rue d'Ulm 75230 PARIS CEDEX 05,4-14 Rue Ferrus\, 75014 Paris,45\, Rue d'Ulm - 75230 Paris cedex 05","UMR 85-46,UMR8546,UMR8546","fr,fr,fr,fr,fr,fr,fr,fr","Cultures de l’écrit,Archéologie et Philologie d'Orient et d'Occident,Centre National de la Recherche Scientifique,École pratique des hautes études,École normale supérieure - Paris,Archéologie et Philologie d'Orient et d'Occident,Centre National de la Recherche Scientifique,École pratique des hautes études,École normale supérieure - Paris","researchteam,laboratory,institution,institution,institution,laboratory,institution,institution,institution","AOROC,CNRS,EPHE,ENS Paris,AOROC,CNRS,EPHE,ENS Paris",fr
hal-01634139,1,https://hal.archives-ouvertes.fr/hal-01634139,COMM,,,Le regard et les mains : Annotation et analyse multipistes d'un corpus de LSF,abstract,,1668793,Annelies,Braffort,Annelies Braffort,2017-07-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634138,1,https://hal.archives-ouvertes.fr/hal-01634138,COMM,,,Is Transparency a Value on OTC Markets? Challenging Industry Registers to Escape Categorization,"In this paper\, we examine how categorization is resisted. We analyze the way organizations draw on industry registers to resist or adapt to changes that will potentially alter the definition and nature of the markets in which they compete. We approach this question through a qualitative study of the heated debate over the new regulation of over-the-counter (OTC) financial markets in Europe between 2010 and 2011. Our paper enriches the existing literature on the political nature of categorization. Our results show that in response to unwanted change\, incumbent firms try to create incommensurability with their own industry’s standard cultural register. Most importantly\, this incommensurability is not argued in the name of any higher-order sets of values. Our main contribution lies in the article’s focus on the way powerful actors resist categorization\, highlighting the link between forms of commensuration and the status of the actors who attempt to instrument it.","Categorization,Commensuration,Industry register","654761,1669415","Isabelle,Hélène","Huault,Rainelli","Isabelle Huault,Hélène Rainelli",2014-08,"0.shs,1.shs.gestion",Place du Maréchal de Lattre de Tassigny 75775 Paris Cedex 16,UMR7088,"fr,fr,fr","Dauphine Recherches en Management,Université Paris-Dauphine,Centre National de la Recherche Scientifique","laboratory,institution,institution","DRM,CNRS",en
hal-01634136,1,https://hal.archives-ouvertes.fr/hal-01634136,COMM,,,Animation generation process for Sign Language synthesis,abstract,,"1668795,1668794,1668793","Maxime,Michael,Annelies","Delorme,Filhol,Braffort","Maxime Delorme,Michael Filhol,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634135,1,https://hal.archives-ouvertes.fr/hal-01634135,COMM,,,An architecture for Sign Language Synthesis,abstract,,"1668795,1668794,1668793","Maxime,Michael,Annelies","Delorme,Filhol,Braffort","Maxime Delorme,Michael Filhol,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634134,1,https://hal.univ-lorraine.fr/hal-01634134,COUV,,,L’influence du droit de l’Union européenne sur le droit des marchés publics français,,,1669414,Pascal,Caille,Pascal Caille,2013,"0.shs,1.shs.droit","IRENEE\, Université de Lorraine\, Campus Carnot/Ravinelle\, 13 place Carnot\, 54000 Nancy,34 cours Léopold - CS 25233 - 54052 Nancy cedex",EA7303,"fr,fr","Institut de Recherches sur l'Evolution de la Nation et de l'Etat,Université de Lorraine","laboratory,institution","IRENEE,UL",fr
hal-01634133,1,https://hal.archives-ouvertes.fr/hal-01634133,COMM,,,"Towards interactive web-based virtual signers: first step\, a platform for experimentation design",abstract,,"1668963,1668793,1668798","Jean-Paul,Annelies,Cyril","Sansonnet,Braffort,Verrecchia","Jean-Paul Sansonnet,Annelies Braffort,Cyril Verrecchia",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634132,1,https://hal.archives-ouvertes.fr/hal-01634132,COMM,,,Towards interactive web-based signing avatars,abstract,,"1668963,1668793,1647265,1668798","Jean-Paul,Annelies,Jean-Claude,Cyril","Sansonnet,Braffort,Martin,Verrecchia","Jean-Paul Sansonnet,Annelies Braffort,Jean-Claude Martin,Cyril Verrecchia",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634131,1,https://hal.archives-ouvertes.fr/hal-01634131,OUV,,,Droit international privé. Tome 2,"Le droit international privé régit de manière spécifique l’ensemble des relations privées internationales\, détermine les conditions d’octroi de la nationalité française et définit la condition juridique des étrangers. Dans la deuxième partie de cet ouvrage\, il s’agit de traiter les questions relatives aux rapports que les particuliers peuvent nouer par-delà les frontières étatiques\, du droit qui leur est applicable et de la circulation internationale des décisions les concernant. (Résumé éditeur)","Droit international privé,Manuels d'enseignement supérieur","404045,1199311","Dominique,Horatia","Bureau,Muir Watt","Dominique Bureau,Horatia Muir Watt",2017-10,"0.shs,1.shs.droit","12 place Panthéon - 75005 Paris,1 rue Descartes - 75231 Paris cedex 05,13\, rue de l'Université 75007 Paris",EA4461,"fr,fr,fr,fr","Université Panthéon-Assas,Ministère de l'Éducation nationale\, de l’Enseignement supérieur et de la Recherche,Ecole de Droit,Sciences Po","institution,institution,laboratory,institution","UP2,M.E.N.E.S.R.,DROIT",fr
hal-01634130,1,https://hal.archives-ouvertes.fr/hal-01634130,COMM,,,Informing the design of deictic behaviors of a web agent with spoken and sign language video data,abstract,,"1647265,1668963,1668793,1668798","Jean-Claude,Jean-Paul,Annelies,Cyril","Martin,Sansonnet,Braffort,Verrecchia","Jean-Claude Martin,Jean-Paul Sansonnet,Annelies Braffort,Cyril Verrecchia",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
halshs-01634129,1,https://halshs.archives-ouvertes.fr/halshs-01634129,ART,,,Les musiciens dans la sculpture grecque,,"Musicien,Sculpture,Grèce antique",1667920,Sylvain,Perrot,Sylvain Perrot,2012,"0.shs,1.shs.art,0.shs,1.shs.musiq","CNRS : UMR8546 - Ecole Normale Supérieure de Paris - ENS Paris - 45 Rue d'Ulm 75230 PARIS CEDEX 05,4-14 Rue Ferrus\, 75014 Paris,45\, Rue d'Ulm - 75230 Paris cedex 05,CNRS : UMR8546 - Ecole Normale Supérieure de Paris - ENS Paris - 45 Rue d'Ulm 75230 PARIS CEDEX 05,4-14 Rue Ferrus\, 75014 Paris,45\, Rue d'Ulm - 75230 Paris cedex 05","UMR 85-46,UMR8546,UMR8546","fr,fr,fr,fr,fr,fr,fr,fr","Cultures de l’écrit,Archéologie et Philologie d'Orient et d'Occident,Centre National de la Recherche Scientifique,École pratique des hautes études,École normale supérieure - Paris,Archéologie et Philologie d'Orient et d'Occident,Centre National de la Recherche Scientifique,École pratique des hautes études,École normale supérieure - Paris","researchteam,laboratory,institution,institution,institution,laboratory,institution,institution,institution","AOROC,CNRS,EPHE,ENS Paris,AOROC,CNRS,EPHE,ENS Paris",fr
hal-01634128,1,https://hal.archives-ouvertes.fr/hal-01634128,COMM,,,Issues in dynamic generation of sign language utterances for a web 2.0 virtual signer,abstract,,"1668793,1668963,1668798","Annelies,Jean-Paul,Cyril","Braffort,Sansonnet,Verrecchia","Annelies Braffort,Jean-Paul Sansonnet,Cyril Verrecchia",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634126,1,https://hal.archives-ouvertes.fr/hal-01634126,COMM,,,Toward categorization of Sign Language corpora,"This paper addresses the notion of parallel\, noisy parallel and comparable corpora in the sign language research field. As it is quite a new field\, the categorization of sign language corpora is not well established\, and does not rely on a straightforward basis. Nevertheless\, several kinds of corpora are now available and could raise interesting issues\, provided that adapted tools and techniques are developed.",Sign Language corpora,"1668952,1668793","Jérémie,Annelies","Segouat,Braffort","Jérémie Segouat,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
halshs-01634125,1,https://halshs.archives-ouvertes.fr/halshs-01634125,ART,,,« L’architecture entre définition et construction sociale »,,,542385,Christophe,Camus,Christophe Camus,2013,"0.shs,1.shs.archi,0.shs,1.shs.geo,0.shs,1.shs.socio","Laboratoires de recherche de l’École nationale supérieure d’architecture de Paris La Villette (ENSAPLV) 118-130\, avenue Jean Jaurès\, 75019 Paris,Université Paris Nanterre UMR CNRS 7218 LAVUE Bâtiment Max Weber - SHS - 4e étage 200 avenue de la République 92001 Nanterre,2 rue de la Liberté - 93526 Saint-Denis cedex,200 avenue de la République - 92001 Nanterre cedex","UMR7218,UMR7218","fr,fr,fr,fr,fr,fr,fr","Laboratoire Espaces Travail,Laboratoire Architecture\,Ville\, Urbanisme\, Environnement,Université Paris 8\, Vincennes-Saint-Denis,Université Paris Nanterre,Centre National de la Recherche Scientifique,Conservatoire National des Arts et Métiers [CNAM],Ecole d'architecture de Paris-La Villette","researchteam,laboratory,institution,institution,institution,institution,institution","LET,LAVUE,UP8,UPN,CNRS,CNAM",fr
hal-01634124,1,https://hal.univ-lorraine.fr/hal-01634124,COUV,,,Les effets du droit de l’Union européenne sur la gestion des ressources humaines des fonctions publiques nationales ou territoriales,,,1669413,Christophe,De Bernardinis,Christophe De Bernardinis,2013,"0.shs,1.shs.droit","IRENEE\, Université de Lorraine\, Campus Carnot/Ravinelle\, 13 place Carnot\, 54000 Nancy,34 cours Léopold - CS 25233 - 54052 Nancy cedex",EA7303,"fr,fr","Institut de Recherches sur l'Evolution de la Nation et de l'Etat,Université de Lorraine","laboratory,institution","IRENEE,UL",fr
hal-01634123,1,https://hal.archives-ouvertes.fr/hal-01634123,COMM,,,SL teacher : a framework for teaching LSF on the web,abstract,,"1668963,1668793,1668952,1668798","Jean-Paul,Annelies,Jérémie,Cyril","Sansonnet,Braffort,Segouat,Verrecchia","Jean-Paul Sansonnet,Annelies Braffort,Jérémie Segouat,Cyril Verrecchia",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634122,1,https://hal.archives-ouvertes.fr/hal-01634122,COMM,,,Toward the study of sign language coarticulation : methodology proposal,abstract,,"1668952,1668793","Jérémie,Annelies","Segouat,Braffort","Jérémie Segouat,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634121,1,https://hal.archives-ouvertes.fr/hal-01634121,COMM,,,Toward modeling sign language coarticulation,abstract,,"1668952,1668793","Jérémie,Annelies","Segouat,Braffort","Jérémie Segouat,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
hal-01634120,1,https://hal.archives-ouvertes.fr/hal-01634120,COMM,,,Modélisation informatique de la langue des signes française : description ou création d'une variété standard ?,abstract,,"1668952,1668797,1668793","Jérémie,Annick,Annelies","Segouat,Choisier,Braffort","Jérémie Segouat,Annick Choisier,Annelies Braffort",2009-01-01,"0.info,0.info,1.info.info-cl","Université Paris-Sud Bât. 508 - Rue John Neumann -91405 ORSAY CEDEX,Bâtiment 300 - 91405 Orsay cedex",UPR3251,"fr,fr,fr","Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,Université Paris-Sud - Paris 11,Centre National de la Recherche Scientifique","laboratory,institution,institution","LIMSI,UP11,CNRS",en
