halId_s,version_i,uri_s,docType_s,nntId_s,title_s,authFullName_s,producedDate_s,domain_s,page_s,country_s,language_s,licence_s
jpa-00230693,1,https://hal.archives-ouvertes.fr/jpa-00230693,ART,,MESURE NON INVASIVE DU DÉBIT AORTIQUE PAR VOIE OESOPHAGIÈNNE,"B. Lavandier,D. Cathignol,R. Muchada,J. Fady,A. Birer",1990,"0.phys,1.phys.hist",C2-299-C2-302,,fr,
hal-00577533,1,https://hal.archives-ouvertes.fr/hal-00577533,ART,,A new method for the rapid identification of tetracycline residues in foods of animal origin - using the Premi®Test in combination with a metal ion chelation assay,"Sara Lucy Stead,Marianne Caldow,Anisha Sharma,Helen Mary Ashwin,Angelique De-Rijk,Jaques Stark",2007-05-08,,583-589,,en,
hal-00298738,1,https://hal.archives-ouvertes.fr/hal-00298738,ART,,Constructal theory of pattern formation,A. Bejan,2006-07-19,"0.sdu,1.sdu.envi,0.sdu,1.sdu.ocean,0.sdu,1.sdu.stu",1773-1807,,en,
hal-00585014,1,https://hal.archives-ouvertes.fr/hal-00585014,ART,,Le roseau protecteur. Techniques et symboliques d'une plante dans le Sud marocain (Tafilalt),Marie-Luce Gélard,2007,"0.shs,1.shs.anthro-se",61-84,,fr,
hal-01190109,1,https://hal.archives-ouvertes.fr/hal-01190109,COMM,,Information needs and thematic priorities of the organic food and farming sector In France,"Guillaume Ollivier,Servane Penvern,Aline Le Provost",2014-10-13,"0.sdv,1.sdv.sa,0.sdv,1.sdv.aen",np,tr,en,
hal-00299148,1,https://hal.archives-ouvertes.fr/hal-00299148,ART,,Are any public-reported earthquake precursors valid?,"N. E. Whitehead,U. Ulusoy,H. Asahara,M. Ikeya",2004-07-27,"0.sdu,1.sdu.envi,0.sdu,1.sdu.ocean,0.sdu,1.sdu.stu",463-468,,en,
inserm-00441330,1,http://www.hal.inserm.fr/inserm-00441330,ART,,Cellular models for the screening and development of anti-hepatitis C virus agents.,"Claire Gondeau,Lydiane Pichard-Garcia,Patrick Maurel",2009-10,"0.sdv,1.sdv.mhep,2.sdv.mhep.heg,0.sdv,1.sdv.mhep,2.sdv.mhep.mi",1-22,,en,
jpa-00244173,1,https://hal.archives-ouvertes.fr/jpa-00244173,ART,,Review of CdTe medical applications,"G. Entine,D.A. Garcia,D.E. Tow",1977,"0.phys,1.phys.hist",355-359,,en,
hal-00269387,1,https://hal.archives-ouvertes.fr/hal-00269387,ART,,"Male and female mound-building mice\, Mus spicilegus\, discriminate dietary and individual odours of conspecifics","Diane Colombelli-Négrel,Patrick Gouat",2006-09-01,"0.sdv,1.sdv.neu,0.scco,1.scco.neur",577-583,,en,
hal-00640996,1,https://hal-ensta.archives-ouvertes.fr/hal-00640996,COMM,,A visual bag of words method for interactive qualitative localization and mapping,David Filliat,2007,"0.info,1.info.info-rb",3921 - 3926,it,en,
hal-01418243,1,https://hal.archives-ouvertes.fr/hal-01418243,COMM,,Les vestiges fauniques issus des ensembles funéraires du Bronze final I-IIa du Gâtinais (Loiret) : nature et fonction.,"Hélène Froquet-Uzel,Frédéric Poupon",2012-03-30,"0.shs,1.shs.archeo",35-44,fr,fr,
hal-00552336,1,https://hal.archives-ouvertes.fr/hal-00552336,ART,,Real time PCR based determination of gene copy numbers in Pichia pastoris,"Sandra Abad,Kerstin Kitz,Ulrike Schreiner,Astrid Hoermann,Franz Hartner,Anton Glieder",2010-03-26,,413,,en,
hal-00482926,1,https://hal.archives-ouvertes.fr/hal-00482926,ART,,Multiphoton imaging of host-pathogen interactions,"Keira Melican,Agneta Richter-Dahlfors",2009-05-12,,804-n/a,,en,
hal-00535425,1,https://hal.archives-ouvertes.fr/hal-00535425,ART,,Role of endothelial progenitor cells in breast cancer angiogenesis: from fundamental research to clinical ramifications,"Xuefen Bourhis,Rodrigue Romon,Hubert Hondermarck",2009-12-24,,17-24,,en,
hal-00875160,1,https://hal.archives-ouvertes.fr/hal-00875160,ART,,Fluorescence molecular tomography of an animal model using structured light rotating view acquisition,"N. Ducros,A. Bassi,G. Valentini,G. Canti,S. Arridge,Cristiano D'Andrea",2013,"0.info,1.info.info-im,0.phys,1.phys.phys,2.phys.phys.phys-optics",020503-020503,,en,
hal-00143841,1,https://hal.archives-ouvertes.fr/hal-00143841,ART,,alpha7B integrin changes in mdx mouse muscles after L-arginine administration.,"Delphine Chazalette,Karim Hnia,François Rivier,Gérald Hugon,Dominique Mornet",2005-02-14,"0.sdv,1.sdv.bbm,0.sdv,1.sdv.bc",1079-84,,en,
halsde-00344405,1,https://hal.archives-ouvertes.fr/halsde-00344405,ART,,"Cheap\, rapid and efficient DNA extraction method to perform multilocus microsatellite genotyping on all Schistosoma mansoni stages","S. Beltran,R. Galinier,Jean-François Allienne,J. Boissier",2008,"0.sde,1.sde.be",501-503,,en,
hal-00143518,1,https://hal.archives-ouvertes.fr/hal-00143518,COMM,,Rôle de l'animal et de l'élevage dans les espaces et les systèmes agraires des savanes soudano-sahéliennes : note introductive au thème 3,Mulumba Kamuanga,2003,"0.sdv,1.sdv.sa,2.sdv.sa.aep",7 p.,,fr,
halshs-00695339,1,https://halshs.archives-ouvertes.fr/halshs-00695339,ART,,À propos d'un site à gravures de la Tadrart algérienne: récurrences d'une assocation image-inscription,Jean-Loïc Le Quellec,2007,"0.shs,1.shs.archeo,0.shs,1.shs.langue",125-136,,fr,
hal-00143396,1,https://hal.archives-ouvertes.fr/hal-00143396,COMM,,Quelles recherches pour quels développements ? Présentation synthétique des propositions de recherche pour le développement émises lors des différentes sessions du colloque,"Patrick Dugué,Emmanuel Mbetid-Bessane",2003,"0.sdv,1.sdv.sa,2.sdv.sa.aep",6 p.,,fr,
hal-00948522,1,https://hal.archives-ouvertes.fr/hal-00948522,ART,,"De la génération équivoque des pierres et des fossiles d'après les textes anciens (grecs\, latins et chinois)",Geneviève Bouillet,1986-01-01,"0.shs,1.shs.hisphilso,0.sdu,1.sdu.stu",33-46,,fr,
inserm-01145628,1,http://www.hal.inserm.fr/inserm-01145628,COMM,,Development and validation of a motorized focused ultrasound system for the controlled delivery of large molecules to the rodent brain under 7T MRI guidance,"Remi Magnin,Sébastien Mériaux,Denis Le Bihan,Erik Dumont,Benoît Larrat",2015-03-25,"0.sdv,1.sdv.ib",p72-73 Section imagerie et thérapie par ultrasons,fr,en,http://creativecommons.org/licenses/by/
hal-00903034,1,https://hal.archives-ouvertes.fr/hal-00903034,ART,,Lung inflammatory responses,Eileen Thacker,2006,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",469-486,,en,
hal-00902788,1,https://hal.archives-ouvertes.fr/hal-00902788,ART,,Canine babesiosis in Slovenia: Molecular evidence of Babesia canis canis and Babesia canis vogeli,"Darja Duh,NataŠa Tozon,Miroslav Petrovec,Katja StraŠek,Tatjana AvŠic-Županc",2004,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",363-368,,en,
hal-00902865,1,https://hal.archives-ouvertes.fr/hal-00902865,ART,,Jaagsiekte Sheep Retrovirus (JSRV): from virus to lung cancer in sheep,"Caroline Leroux,Nicolas Girard,Vincent Cottin,Timothy Greenland,Jean-François Mornex,Fabienne Archer",2007,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",211-228,,en,
hal-00903062,1,https://hal.archives-ouvertes.fr/hal-00903062,ART,,Immunostimulatory properties of a novel adjuvant administered with inactivated influenza virus vaccine,"Vincent Wellemans,Sylvette Laurent,Pierre Hélie,Youssef Elazhary",2007,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",1-14,,en,
hal-00902610,1,https://hal.archives-ouvertes.fr/hal-00902610,ART,,Detection of foot-and-mouth disease virus from culture and clinical samples by reverse transcription-PCR coupled to restriction enzyme and sequence analysis,"Margarita Sáiz,Diana De La Morena,Esther Blanco,José Núñez,Rufino Fernández,José Sánchez-Vizcaíno",2003,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",105-117,,en,
hal-00514960,1,https://hal.archives-ouvertes.fr/hal-00514960,ART,,Emergence of bluetongue virus serotype 6 in Europe–German field data and experimental infection of cattle,"Michael Eschbaumer,Bernd Hoffmann,Andreas Moss,Giovanni Savini,Alessandra Leone,Patricia König,Johanna Zemke,Franz Conraths,Martin Beer",2009-09-04,,189,,en,
hal-00587279,1,https://hal.archives-ouvertes.fr/hal-00587279,ART,,Phage display-based identification and potential diagnostic application of novel antigens from subsp. small colony type,"Shamoon Naseem,Jochen Meens,Joerg Jores,Martin Heller,Stefan Dübel,Michael Hust,Gerald-F. Gerlach",2010-04-20,,285,,en,
hal-00572119,1,https://hal.archives-ouvertes.fr/hal-00572119,ART,,DDAH gene and cardiovascular risk,"Veli-Pekka Valkonen,Tomi-Pekka Tuomainen,Reijo Laaksonen",2005-05-01,,S45-S48,,en,
hal-00571346,1,https://hal.archives-ouvertes.fr/hal-00571346,ART,,DDAH gene and cardiovascular risk,"Veli-Pekka Valkonen,Tomi-Pekka Tuomainen,Reijo Laaksonen",2005-07-01,,S45-S48,,en,
hal-00724207,1,https://hal.archives-ouvertes.fr/hal-00724207,ART,,Comparison of virulence gene profiles of isolates from sows with Coliform mastitis and healthy sows,"Imke Gerjets,Imke Traulsen,Kerstin Reiners,Nicole Kemper",2011-08-20,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",361,,en,
hal-00490554,1,https://hal.archives-ouvertes.fr/hal-00490554,ART,,In vitro Antagonistic activities of Lactobacillus spp. against Brachyspira hyodysenteriae and B. pilosicoli,"Marion Bernardeau,Micheline Gueguen,David G.E. Smith,Enrique Corona-Barrera,Jean Paul Vernoux",2009-06-09,,184,,en,
hal-00485540,1,https://hal.archives-ouvertes.fr/hal-00485540,ART,,A DIVA system based on the detection of antibodies to non-structural protein 3 (NS3) of Bluetongue virus,"Sílvia C. Barros,Benedita Cruz,Tiago M. Luís,Fernanda Ramos,Teresa Fagulha,Margarida Duarte,Margarida Henriques,Miguel Fevereiro",2009-05-18,,252,,en,
hal-00520662,1,https://hal.archives-ouvertes.fr/hal-00520662,ART,,Virulence of Classical Swine Fever Virus Isolates from Europe and other areas during 1996 until 2007,"G. Floegel-Niesmann,S. Blome,H. Gerß-Dülmer,C. Bunzenthal,V. Moennig",2009-09-24,,165,,en,
hal-00556052,1,https://hal.archives-ouvertes.fr/hal-00556052,ART,,Anthrax undervalued zoonosis,"Antonio Fasanella,Domenico Galante,Giuliano Garofolo,Martin Hugh Jones",2010-01-15,,318,,en,
hal-00696623,1,https://hal.archives-ouvertes.fr/hal-00696623,ART,,Bearded dragons() asymptomatically infected with are a source of persistent clinical infection in captive colonies of dab lizards ( sp.),"R. Devloo,A. Martel,T. Hellebuyck,K. Vranckx,F. Haesebrouck,F. Pasmans",2011-05-13,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",297,,en,
hal-00687332,1,https://hal.archives-ouvertes.fr/hal-00687332,ART,,Structured approach to design of diagnostic test evaluation studies for chronic progressive infections in animals,"Søren Saxmose Nielsen,Nils Toft,Ian Andrew Gardner",2011-04-13,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",115,,en,
hal-01628075,1,https://hal.archives-ouvertes.fr/hal-01628075,ART,,Crosstalk between H9N2 avian influenza virus and crypt-derived intestinal organoids,"Lulu Huang,Qihang Hou,Lulu Ye,Qian Yang,Qinghua Yu",2017-12,0.sdv,71,,en,
hal-00552670,1,https://hal.archives-ouvertes.fr/hal-00552670,ART,,Genetics of Microtia and Associated Syndromes,"Fatemeh Alasti,Guy Van Camp",2009-06-01,,361,,en,
halsde-00315460,1,https://hal.archives-ouvertes.fr/halsde-00315460,ART,,Origine des Vertébrés : La tunique fait-elle le moine ? [Vertebrate origins: does the tunic make the man?],"Frédéric Delsuc,Denis Baurain,Hervé Philippe",2006-08,"0.sde,1.sde.be,2.sde.be.evo",688-90,,fr,
hal-00903180,1,https://hal.archives-ouvertes.fr/hal-00903180,ART,,Mechanisms of viral emergence,Esteban Domingo,2010,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",,,en,
hal-00902747,1,https://hal.archives-ouvertes.fr/hal-00902747,ART,,In vitro infection of aortic endothelial cells by caprine arthritis encephalitis virus enhances in vitro transmigration of peripheral blood leukocytes and modulates their phenotypic expression,"Nadège Milhau,Claire Bellaton,Sabine Balleydier,Marjorie Gaonach,Christian Le Jan",2003,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",273-284,,en,
hal-01341424,1,https://hal.archives-ouvertes.fr/hal-01341424,ART,,Keratin and S100 calcium-binding proteins are major constituents of the bovine teat canal lining,"Grant A. Smolenski,Ray T. Cursons,Brad C. Hine,Thomas T. Wheeler",2015-12,0.sdv,113,,en,
hal-00180845,1,https://hal.archives-ouvertes.fr/hal-00180845,ART,,Regulation of positive-strand RNA virus replication: The emerging role of phosphorylation.,"Anna Jakubiec,Isabelle Jupin",2007-08-29,"0.sdv,1.sdv.mp,2.sdv.mp.vir",epub ahead of print,,en,
hal-00902823,1,https://hal.archives-ouvertes.fr/hal-00902823,ART,,Application of acute phase protein measurements in veterinary clinical chemistry,"Henrik Petersen,Jens Nielsen,Peter Mikael Helweg Heegaard",2004,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",163-187,,en,
hal-00902796,1,https://hal.archives-ouvertes.fr/hal-00902796,ART,,Immunoprotection in goats against Haemonchus contortus after immunization with cysteine protease enriched protein fractions,"Antonio Ruiz,José Molina,Jorge González,Magnolia Conde,Sergio Martín,Yeray Hernández",2004,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",565-572,,en,
hal-00902946,1,https://hal.archives-ouvertes.fr/hal-00902946,ART,,Prion agent diversity and species barrier,"Vincent Béringue,Jean-Luc Vilotte,Hubert Laude",2008,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",1-30,,en,
hal-00903013,1,https://hal.archives-ouvertes.fr/hal-00903013,ART,,Presence of Escherichia coli carrying the EAST1 toxin gene in farm animals,"Sophie Veilleux,J. Daniel Dubreuil",2006,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",3-13,,en,
pasteur-00726366,1,https://hal-pasteur.archives-ouvertes.fr/pasteur-00726366,ART,,Strategies of exploitation of mammalian reservoirs by Bartonella species,"Hongkuan Deng,Danielle Le Rhun,Jean-Philippe Buffet,Violaine Cotté,Amanda Read,Richard Birtles,Muriel Vayssier-Taussat",2012,"0.sdv,1.sdv.ba,2.sdv.ba.mvsa",15,,en,
hal-01546576,1,https://hal.archives-ouvertes.fr/hal-01546576,ART,,Bacterial ghosts as adjuvants: mechanisms and potential,"Irshad A. Hajam,Pervaiz A. Dar,Gayeon Won,John Hwa Lee",2017-12,0.sdv,37,,en,
hal-01290568,1,https://hal.archives-ouvertes.fr/hal-01290568,ART,,From mouth to macrophage: mechanisms of innate immune subversion by Mycobacterium avium subsp. paratuberculosis,"Ryan J Arsenault,Pekka Maattanen,Joanna Daigle,Andrew Potter,Philip Griebel,Scott Napper",2014-12,0.sdv,54,,en,
hal-00903179,1,https://hal.archives-ouvertes.fr/hal-00903179,ART,,Experimental inoculation study indicates swine as a potential host for Hendra virus,"Mingyi Li,Carissa Embury-Hyatt,Hana M. Weingartl",2010,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",,,en,
hal-00902884,1,https://hal.archives-ouvertes.fr/hal-00902884,ART,,Effectiveness of simulated interventions in reducing the estimated prevalence of E. coli O157:H7 in lactating cows in dairy herds,"Bouda Vosough Ahmadi,Klaas Frankena,Joanne Turner,Annet Velthuis,Henk Hogeveen,Ruud Huirne",2007,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",755-771,,en,
hal-01341515,1,https://hal.archives-ouvertes.fr/hal-01341515,ART,,Epidemiological characteristics of infectious hematopoietic necrosis virus (IHNV): a review,"Peter Dixon,Richard Paley,Raul Alegria-Moran,Birgit Oidtmann",2016-12,0.sdv,63,,en,
hal-00902878,1,https://hal.archives-ouvertes.fr/hal-00902878,ART,,Identification of a novel foot-and-mouth disease virus specific T-cell epitope with immunodominant characteristics in cattle with MHC serotype A31,"Wilhelm Gerner,B. Veronica Carr,Karl-Heinz Wiesmüller,Eberhard Pfaff,Armin Saalmüller,Bryan Charleston",2007,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",565-572,,en,
hal-01290586,1,https://hal.archives-ouvertes.fr/hal-01290586,ART,,Topology and biological function of enterovirus non-structural protein 2B as a member of the viroporin family,"Da Ao,Shi-Qi Sun,Hui-Chen Guo",2014-12,0.sdv,87,,en,
hal-01390831,1,https://hal.archives-ouvertes.fr/hal-01390831,ART,,Pyruvate kinase is necessary for Brucella abortus full virulence in BALB/c mouse,"Jianpeng Gao,Mingxing Tian,Yanqing Bao,Peng Li,Jiameng Liu,Chan Ding,Shaohui Wang,Tao Li,Shengqing Yu",2016-12,0.sdv,87,,en,
hal-00903002,1,https://hal.archives-ouvertes.fr/hal-00903002,ART,,Bioactivation of zearalenone by porcine hepatic biotransformation,"Hassan Malekinejad,Roel Maas-Bakker,Johanna Fink-Gremmels",2005,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",799-810,,en,
hal-00903155,1,https://hal.archives-ouvertes.fr/hal-00903155,ART,,Feeding-associated gene expression in sheep scab mites (Psoroptes ovis),"Carol M. Mcnair,Peter F. Billingsley,Alasdair J. Nisbet,Dave P. Knox",2010,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",,,en,
hal-01588582,1,https://hal.archives-ouvertes.fr/hal-01588582,ART,,A decade of research into classical swine fever marker vaccine CP7_E2alf (Suvaxyn® CSF Marker): a review of vaccine properties,"Sandra Blome,Kerstin Wernike,Ilona Reimann,Patricia König,Claudia Moß,Martin Beer",2017-12,0.sdv,51,,en,
inserm-00490020,1,http://www.hal.inserm.fr/inserm-00490020,ART,,Fitness and infectivity of drug-resistant and cross-resistant hepatitis B virus mutants: why and how is it studied?,David Durantel,2010,"0.sdv,1.sdv.mhep,2.sdv.mhep.heg",521-7,,en,
hal-00398436,3,https://hal.archives-ouvertes.fr/hal-00398436v3,ART,,Average site perimeter of directed animals on the two-dimensional lattices,Axel Bacher,2012-03-06,"0.math,1.math.math-co",Pages 1038-1058,,en,
hal-00599458,1,https://hal.archives-ouvertes.fr/hal-00599458,ART,,Electrophoretically mediated microanalysis for the evaluation of interspecies variation in cholinesterase metabolism,"Ana Luísa Simplício,Joana Moura",2010-06-29,,2374,,en,
inserm-00598760,1,http://www.hal.inserm.fr/inserm-00598760,ART,,Long-term effects of febrile status epilepticus: What animal models can tell us?,"Sophie Hamelin,Philippe Kahane,Antoine Depaulis",2009-12,"0.sdv,1.sdv.neu",27-8,,en,
hal-00618980,1,https://hal.archives-ouvertes.fr/hal-00618980,ART,,subspecies meningitis--a case report and review of the literature,"D. W. Eyre,J. Kenkre,I. C. J. W. Bowler,S. J. Mcbride",2010-09-05,,1459-1463,,en,
hal-00535257,1,https://hal.archives-ouvertes.fr/hal-00535257,ART,,"The accuracy of scat identification in distribution surveys: American mink\, \, in the northern highlands of Scotland","Lauren A. Harrington,Andrew L. Harrington,Joelene Hughes,David Stirling,David W. Macdonald",2009-10-14,,377-384,,en,
hal-00612972,1,https://hal.archives-ouvertes.fr/hal-00612972,ART,,Does off-trail backcountry skiing disturb moose?,"Wiebke Neumann,Göran Ericsson,Holger Dettki",2009-11-10,,513-518,,en,
hal-00894446,1,https://hal.archives-ouvertes.fr/hal-00894446,ART,,A generalized estimating equations approach to quantitative trait locus detection of non-normal traits,Peter Thomson,2003,"0.sdv,1.sdv.gen,2.sdv.gen.ga",257-280,,en,
hal-00894367,1,https://hal.archives-ouvertes.fr/hal-00894367,ART,,Quantitative Trait Loci (QTLs) mapping for growth traits in the mouse: A review,"Pablo Corva,Juan Medrano",2001,"0.sdv,1.sdv.gen,2.sdv.gen.ga",105-132,,en,
hal-00894379,1,https://hal.archives-ouvertes.fr/hal-00894379,ART,,Simulation analysis to test the influence of model adequacy and data structure on the estimation of genetic parameters for traits with direct and maternal effects,"Virginie Clément,Bernard Bibé,Étienne Verrier,Jean-Michel Elsen,Eduardo Manfredi,Jacques Bouix,Éric Hanocq",2001,"0.sdv,1.sdv.gen,2.sdv.gen.ga",369-395,,en,
hal-01479314,1,https://hal.archives-ouvertes.fr/hal-01479314,ART,,Synergies between assisted reproduction technologies and functional genomics,"Pasqualino Loi,Paola Toschi,Federica Zacchini,Grazyna Ptak,Pier A. Scapolo,Emanuele Capra,Alessandra Stella,Paolo Ajmone Marsan,John L. Williams",2016-12,0.sdv,53,,en,
hal-00552432,1,https://hal.archives-ouvertes.fr/hal-00552432,ART,,The Clinical Effectiveness of Chokeberry: A Systematic Review,"Cosima Amélie Chrubasik,George Li,Sigrun Chrubasik",2010-06-22,,,,en,
hal-00900422,1,https://hal.archives-ouvertes.fr/hal-00900422,ART,,Nitrogen utilisation by dairy cows fed diets differing in crude protein level with a deficit in ruminal fermentable nitrogen,"Valérie Monteils,Stefan Jurjanz,Gérard Blanchart,François Laurent",2002,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",545-557,,en,
hal-00900647,1,https://hal.archives-ouvertes.fr/hal-00900647,ART,,"Variability of plasma melatonin level in pony mares (Equus caballus)\, comparison with the hybrid: mules and with jennies (Equus asinus)","Daniel Guillaume,Luiz Zarazaga,Benoît Malpaux,Philippe Chemineau",2006,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",633-639,,en,
hal-00900561,1,https://hal.archives-ouvertes.fr/hal-00900561,ART,,Charles Thibault and assisted reproduction in France,Jean Cohen,2005,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",291-298,,en,
hal-00900414,1,https://hal.archives-ouvertes.fr/hal-00900414,ART,,Genotoxic evaluation for the estrogenic mycotoxin zearalenone,"Aida El-Makawy,Mohamed Hassanane,El-Sayed A.M. Abd Alla",2001,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",79-89,,en,
hal-00900556,1,https://hal.archives-ouvertes.fr/hal-00900556,ART,,The zootechnical applications of biotechnology in animal reproduction: current methods and perspectives,Michel Thibier,2005,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",235-242,,en,
hal-00900515,1,https://hal.archives-ouvertes.fr/hal-00900515,ART,,Vitamin E in immunity and reproductive performance in pigs,Araceli Pinelli-Saavedra,2003,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",397-408,,en,
hal-00900337,1,https://hal.archives-ouvertes.fr/hal-00900337,ART,,Muscle fibre ontogenesis in farm animal species,"Brigitte Picard,Louis Lefaucheur,Cécile Berri,Michel Duclos",2002,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",415-431,,en,
